00029,00981,00151,00919,00044,00043,00152,00804,00031,00850,00974,00153,00079,00078,00154,00094,00000,00970,00928,00000
00000,00931,00038,00222,00777,00809,00595,00927,00984,00001,00775,00039,00002,00866,00506,00003,00004,00017,00000,00000
